request_id,mode,rank,score,hit_category,hit_source,hit_id,snippet,highlight
2,knn,9,0.86780274,badminton,InjuryBadmintonPhomsouphaLaffaye2020 (2).pdf,512,- Studies that have reported on eye injuries have determined 460 - the nature of these injuries and the way they occur. ,
2,knn,10,0.8660389,badminton,#1 Injury Prevention Tips for Badminton.pdf,348,"Badminton injuries can be prevalent, but they are preventable. Whether you're starting out with a racket or preparing to",
2,hybrid,1,35.718956,badminton,badminton-related-musculoskeletal-injuries-in-senior-players-epidemiology-and-preventive-strategies-15917.pdf,43,"Badminton is a sport that can cause injuries, although most are not caused by body-to-body contact [6, 21]. This may res","<em>Badminton</em> is a sport that <em>can</em> cause <em>injuries</em>, although <em>most</em> <em>are</em> not caused by body-<em>to</em>-body contact [6"
2,hybrid,2,35.531322,badminton,#1 Injury Prevention Tips for Badminton.pdf,329,- Most Common Badminton Injuries - Tips for badminton injury - Tips to Avoid Strain - Importance of Rest and Stretching ,- <em>Most</em> <em>Common</em> <em>Badminton</em> <em>Injuries</em> - Tips for <em>badminton</em> injury - Tips <em>to</em> Avoid Strain - Importance <em>of</em> Rest
2,hybrid,3,31.116707,badminton,#1 Injury Prevention Tips for Badminton.pdf,328,"Blog April 25, 2025 Tap For Tech Team <!-- image --> Badminton is a thrilling sport that demands speed, agility, and qui","Whether an elite or a weekend <em>player</em>, <em>the</em> thrill <em>of</em> <em>the</em> game is unparalleled."
2,hybrid,4,29.319761,badminton,badminton-related-musculoskeletal-injuries-in-senior-players-epidemiology-and-preventive-strategies-15917.pdf,53,"The strength of this study lies in its large sample size, which includes senior badminton players. However, this study h","<em>The</em> strength <em>of</em> this study lies <em>in</em> its large sample size, which includes senior <em>badminton</em> <em>players</em>."
2,hybrid,5,29.079498,soccer,The Best Soccer Prehab Exercises For Injury Prevention.pdf,3489,The gold standard for the quadriceps is the Reverse Nordic Hamstring Curl demonstrated above as it has been shown to imp,Keys <em>To</em> Preventing Soccer <em>Injuries</em> This is a great introduction <em>to</em> <em>the</em> <em>most</em> <em>common</em> soccer prehab exercises
2,hybrid,6,28.842346,soccer,52836.pdf,3436,"Understanding the most common injuries in soccer, their causes, and prevention strategies is essential for protecting at","Understanding <em>the</em> <em>most</em> <em>common</em> <em>injuries</em> <em>in</em> soccer, their causes, <em>and</em> prevention <em>strategies</em> is essential"
2,hybrid,7,28.438776,soccer,577.full.pdf,4060,The coach -especially at lower levels -has been identi /uni FB01 ed as the key instigator in performing injury preventio,<em>The</em> countrywide campaign <em>in</em> Switzerland was <em>the</em> /uni FB01 rst example <em>to</em> successfully disseminate <em>and</em>
2,hybrid,8,28.294819,badminton,How Physiotherapy Helps With Badminton Injuries.pdf,169,"Ankle sprains are the most common injuries among badminton players, occurring when the ligaments in the ankle are overst","Ankle sprains <em>are</em> <em>the</em> <em>most</em> <em>common</em> <em>injuries</em> <em>among</em> <em>badminton</em> <em>players</em>, occurring when <em>the</em> ligaments <em>in</em> <em>the</em>"
2,hybrid,9,27.686195,badminton,badminton-related-musculoskeletal-injuries-in-senior-players-epidemiology-and-preventive-strategies-15917.pdf,44,"The epidemiology of badminton injuries is not well documented and there is a lack of data in Thailand, particularly amon",<em>The</em> epidemiology <em>of</em> <em>badminton</em> <em>injuries</em> is not well documented <em>and</em> there is a lack <em>of</em> data <em>in</em> Thailand
2,hybrid,10,27.353704,badminton,5673-17122-1-PB.pdf,358,"Badminton, recognized as one of the most popular sports in the world, demands extreme speed, accuracy, and endurance fro","<em>Badminton</em>, recognized as one <em>of</em> <em>the</em> <em>most</em> popular sports <em>in</em> <em>the</em> world, demands extreme speed, accuracy"
3,knn,1,0.8692587,badminton,5673-17122-1-PB.pdf,377,"1. Physical Therapy: Physical therapy, including specialised exercises to improve strength, flexibility, and balance, sh",
3,knn,2,0.86403936,badminton,5673-17122-1-PB.pdf,385,"From this systematic review, it was found that evidence-based approaches in badminton injury rehabilitation play a cruci",
3,knn,3,0.8639386,badminton,5673-17122-1-PB.pdf,380,The findings of this systematic review highlight the importance of evidence-based rehabilitation approaches in managing ,
3,knn,4,0.8635422,badminton,5673-17122-1-PB.pdf,356,"Badminton, as a sport that demands speed, accuracy, and agility, often causes injuries to players. These injuries can re",
3,knn,5,0.8570129,badminton,5673-17122-1-PB.pdf,371,"In this systematic review process, we identified 150 potential studies through electronic database searches and manual r",
3,knn,6,0.85695565,badminton,5673-17122-1-PB.pdf,358,"Badminton, recognized as one of the most popular sports in the world, demands extreme speed, accuracy, and endurance fro",
3,knn,7,0.85531473,badminton,applsci-14-05194.pdf,208,These injuries not only diminish the performance of elite athletes but also adversely affect the sustained engagement of,
3,knn,8,0.8543288,badminton,applsci-14-05194.pdf,223,"The most frequently injured body tissues during both competition and training are muscles, ligaments, and tendons. Hy et",
3,knn,9,0.8509005,badminton,5673-17122-1-PB.pdf,360,Types of Injuries: Injuries in badminton are common due to the high intensity and repetitive movements demanded by the s,
3,knn,10,0.84921926,badminton,#1 Injury Prevention Tips for Badminton.pdf,331,"1. Ankle Sprains : One of the most prevalent badminton injuries, ankle sprains are caused by sudden direction changes or",
3,hybrid,1,25.401993,soccer,ijerph-19-13237.pdf,3794,"implementation of the rotation strategy and post-match recovery strategy by the teams , as well as the self-adjustment o","implementation <em>of</em> <em>the</em> rotation strategy <em>and</em> post-match <em>recovery</em> strategy by <em>the</em> teams , as well as <em>the</em>"
3,hybrid,2,23.435913,badminton,#1 Injury Prevention Tips for Badminton.pdf,331,"1. Ankle Sprains : One of the most prevalent badminton injuries, ankle sprains are caused by sudden direction changes or","Ankle Sprains : One <em>of</em> <em>the</em> most prevalent <em>badminton</em> <em>injuries</em>, ankle sprains <em>are</em> caused by sudden direction"
3,hybrid,3,23.160507,badminton,5673-17122-1-PB.pdf,371,"In this systematic review process, we identified 150 potential studies through electronic database searches and manual r","<em>After</em> applying strict inclusion <em>and</em> exclusion criteria, including relevance to <em>the</em> topic <em>of</em> injury rehabilitation"
3,hybrid,4,22.931013,badminton,5673-17122-1-PB.pdf,375,"In conclusion, the researcher's findings suggest that there is no single, one-size-fits-all approach to badminton injury","In conclusion, <em>the</em> researcher's findings suggest <em>that</em> there is no single, one-size-fits-all approach"
3,hybrid,5,22.364573,badminton,#1 Injury Prevention Tips for Badminton.pdf,329,- Most Common Badminton Injuries - Tips for badminton injury - Tips to Avoid Strain - Importance of Rest and Stretching ,- Most <em>Common</em> <em>Badminton</em> <em>Injuries</em> - Tips for <em>badminton</em> injury - Tips to Avoid Strain - Importance <em>of</em> Rest
3,hybrid,6,22.272457,soccer,jcm-14-01714.pdf,4046,Future studies should incorporate follow-up assessments beyond the immediate intervention phase to determine whether the,whether <em>the</em> protective effects <em>of</em> NMT <em>are</em> sustained over <em>time</em>.
3,hybrid,7,21.700237,badminton,KNEE_JOINT_REHABILITATION_IN_BADMINTON_ATHLETES.pdf,444,"In the development of modern sports, the competitiveness of sports becomes stronger and the competition becomes more fie","<em>And</em> among <em>the</em> types <em>of</em> <em>injuries</em> <em>of</em> <em>badminton</em> <em>players</em>, knee joint sports <em>injuries</em> <em>are</em> also more <em>common</em>"
3,hybrid,8,20.844393,badminton,badminton-related-musculoskeletal-injuries-in-senior-players-epidemiology-and-preventive-strategies-15917.pdf,40,"In participants who experienced badminton-related injuries in the past year, the majority of injuries were nontraumatic ","In participants who experienced <em>badminton</em>-related <em>injuries</em> in <em>the</em> past year, <em>the</em> majority <em>of</em> <em>injuries</em>"
3,hybrid,9,20.181221,badminton,5673-17122-1-PB.pdf,356,"Badminton, as a sport that demands speed, accuracy, and agility, often causes injuries to players. These injuries can re","<em>Badminton</em>, as a sport <em>that</em> demands speed, accuracy, <em>and</em> agility, often causes <em>injuries</em> to <em>players</em>."
3,hybrid,10,20.080296,badminton,applsci-14-05194.pdf,223,"The most frequently injured body tissues during both competition and training are muscles, ligaments, and tendons. Hy et",Hy et al. examined 2620 <em>badminton</em> <em>players</em> with an average age <em>of</em> 31 years <em>and</em> reported <em>that</em> <em>the</em> most
4,knn,1,0.8033123,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,934,Different types of studies have been conducted to assess the possible reasons for pain and injuries due to cycling. For ,
4,knn,2,0.8011609,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,932,"Correspondence: Rodrigo Rico Bini La Trobe Rural Health School, La Trobe University, Flora Hill Campus, Bendigo, VIC 355",
4,knn,3,0.79336584,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,935,Our study aimed to assess the potential factors associated with overuse knee-related pain and/or injuries in cyclists us,
4,knn,4,0.7917306,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,962,"Expanding the horizon of overuse (non-traumatic) injuries in cycling, Dettori and Norvel 11 indicated that only a few of",
4,knn,5,0.79107887,cycling,14-Borgers_et_al..pdf,878,Competitive cycling is a very demanding sport with cyclists training and racing for multiple hours at high velocity and ,
4,knn,6,0.7904639,cycling,Potential_factors_associated_with_knee_pain_in_cyc.pdf,1313,"Expanding the horizon of overuse (non-traumatic) injuries in cycling, Dettori and Norvel 11 indicated that only a few of",
4,knn,7,0.788831,cycling,846ec41411ce064c25fb6a549c054a7297ec.pdf,1384,Background: The knee is susceptible to injury during cycling due to the repetitive nature of the activity while generati,
4,knn,8,0.78795016,cycling,846ec41411ce064c25fb6a549c054a7297ec.pdf,1402,"In the articles in this systemic review, no issues specific to the posterior knee were discussed. Elmer et al. 26 report",
4,knn,9,0.7879245,cycling,14-Borgers_et_al..pdf,879,"2 Department of Orthopedic Surgery, University Hospitals Leuven, Leuven, Belgium. Correspondence : Anton Borgers, Univer",
4,knn,10,0.78513193,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,946,This systematic review of the literature intended to assess the potential factors associated with overuse knee injuries ,
4,hybrid,1,22.397635,swimming,Swimming Overuse Injuries - Physiopedia.pdf,5060,"- Correction of muscle imbalances (such as tight hip flexors, weak glutes and core) - optimization of pelvic and joint m","injuries including those of <em>the</em> <em>low</em> <em>back</em> (especially important <em>in</em> <em>the</em> breaststroke <em>and</em> butterfly, <em>the</em>"
4,hybrid,2,20.818888,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,934,Different types of studies have been conducted to assess the possible reasons for pain and injuries due to cycling. For ,Different types of studies have been conducted to assess <em>the</em> possible reasons <em>for</em> <em>pain</em> <em>and</em> injuries due
4,hybrid,3,20.64102,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,932,"Correspondence: Rodrigo Rico Bini La Trobe Rural Health School, La Trobe University, Flora Hill Campus, Bendigo, VIC 355",-- image --> Abstract: <em>The</em> potential <em>factors</em> associated with overuse injuries <em>and</em> <em>pain</em> <em>in</em> <em>cyclists</em> that
4,hybrid,4,20.530876,cycling,14-Borgers_et_al..pdf,878,Competitive cycling is a very demanding sport with cyclists training and racing for multiple hours at high velocity and ,Competitive cycling is a very demanding sport with <em>cyclists</em> training <em>and</em> racing <em>for</em> multiple hours at
4,hybrid,5,18.642254,cycling,THE INFLUENCE OF EXTRINSIC FACTORS ON KNEE BIOMECHANICS DURING CYCLING_ A SYSTEMATIC REVIEW OF THE LITERATURE - PMC.pdf,1126,"With the increase in recreational and competitive cycling, cyclists are experiencing more overuse injuries related to re","With <em>the</em> increase <em>in</em> recreational <em>and</em> competitive cycling, <em>cyclists</em> are experiencing more overuse injuries"
4,hybrid,6,18.642254,cycling,846ec41411ce064c25fb6a549c054a7297ec.pdf,1386,"With the increase in recreational and competitive cycling, cyclists are experiencing more overuse injuries related to re","With <em>the</em> increase <em>in</em> recreational <em>and</em> competitive cycling, <em>cyclists</em> are experiencing more overuse injuries"
4,hybrid,7,18.372545,cycling,846ec41411ce064c25fb6a549c054a7297ec.pdf,1384,Background: The knee is susceptible to injury during cycling due to the repetitive nature of the activity while generati,"Knee <em>pain</em> is <em>the</em> most common overuse related injury reported <em>by</em> <em>cyclists</em>, <em>and</em> intrinsic <em>and</em> extrinsic"
4,hybrid,8,17.847094,cycling,14-Borgers_et_al..pdf,879,"2 Department of Orthopedic Surgery, University Hospitals Leuven, Leuven, Belgium. Correspondence : Anton Borgers, Univer",knee injuries were <em>the</em> second most common injury (18%) <em>and</em> <em>the</em> main cause of total days lost <em>for</em> training
4,hybrid,9,17.749664,swimming,10.1177_1941738112442132.pdf,4339,"Muscle strength, endurance, and flexibility protect against low back pain and/or injuries. Mechanical loading of the spi","Muscle strength, endurance, <em>and</em> flexibility protect against <em>low</em> <em>back</em> <em>pain</em> <em>and</em>/or injuries."
4,hybrid,10,16.579508,badminton,STUDY_ON_SPORTS_INJURIES_AND_REHABILITATION_IN_BAD.pdf,229,"Xiaofeng Wang Shijiazhuang, Hebei, China. 050000. fbo1129@163.com <!-- image --> Introduction: Badminton has a wide audi",-- image --> Introduction: Badminton has a wide audience <em>and</em> a large development market <em>in</em> China.
5,knn,1,0.82448685,cycling,RossM_TrySportsReferenceGuide.pdf,1689,"Saddle height affects hip, ankle and knee movements during cycling. 25 - 4-5% change in saddle height results in a 25% c",
5,knn,2,0.8179153,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,947,"An alternative scenario would involve a differential activation of hip adductor (e.g., adductor magnus) and hip external",
5,knn,3,0.8169572,cycling,Potential_factors_associated_with_knee_pain_in_cyc.pdf,1298,"An alternative scenario would involve a differential activation of hip adductor (e.g., adductor magnus) and hip external",
5,knn,4,0.8155245,cycling,Potential_factors_associated_with_knee_pain_in_cyc.pdf,1313,"Expanding the horizon of overuse (non-traumatic) injuries in cycling, Dettori and Norvel 11 indicated that only a few of",
5,knn,5,0.8152929,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,962,"Expanding the horizon of overuse (non-traumatic) injuries in cycling, Dettori and Norvel 11 indicated that only a few of",
5,knn,6,0.79987353,cycling,846ec41411ce064c25fb6a549c054a7297ec.pdf,1386,"With the increase in recreational and competitive cycling, cyclists are experiencing more overuse injuries related to re",
5,knn,7,0.79958427,cycling,THE INFLUENCE OF EXTRINSIC FACTORS ON KNEE BIOMECHANICS DURING CYCLING_ A SYSTEMATIC REVIEW OF THE LITERATURE - PMC.pdf,1126,"With the increase in recreational and competitive cycling, cyclists are experiencing more overuse injuries related to re",
5,knn,8,0.79770815,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,961,"Note: When full text was unavailable. Abbreviations: PFC, patellofemoral compressive; ROM, range of motion; RPE, rate of",
5,knn,9,0.7955166,cycling,(PDF) Cycling Injuries of the Lower Extremity.pdf,1262,"The knee is the most common site of overuse injury in the cyclist, with an estimated 40% to 60% of riders experiencing k",
5,knn,10,0.7932341,cycling,bike-set-up-biomechanics-and-knee-pain.pdf,874,"Ok so now you have your bike set up just right, so problems solved? Not quite, the correct loading and tracking of the k",
5,hybrid,1,23.26906,cycling,Potential_factors_associated_with_knee_pain_in_cyc.pdf,1313,"Expanding the horizon of overuse (non-traumatic) injuries in cycling, Dettori and Norvel 11 indicated that only a few of","Expanding the horizon of <em>overuse</em> (non-traumatic) <em>injuries</em> in cycling, Dettori <em>and</em> Norvel 11 indicated"
5,hybrid,2,22.817812,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,962,"Expanding the horizon of overuse (non-traumatic) injuries in cycling, Dettori and Norvel 11 indicated that only a few of","Expanding the horizon of <em>overuse</em> (non-traumatic) <em>injuries</em> in cycling, Dettori <em>and</em> Norvel 11 indicated"
5,hybrid,3,20.682522,cycling,Potential_factors_associated_with_knee_pain_in_cyc.pdf,1298,"An alternative scenario would involve a differential activation of hip adductor (e.g., adductor magnus) and hip external",) leads <em>to</em> an increased activation of <em>hip</em> adductors <em>and</em> larger forces applied <em>to</em> the pedals. 30 Interestingly
5,hybrid,4,20.209478,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,947,"An alternative scenario would involve a differential activation of hip adductor (e.g., adductor magnus) and hip external",) leads <em>to</em> an increased activation of <em>hip</em> adductors <em>and</em> larger forces applied <em>to</em> the pedals. 30 Interestingly
5,hybrid,5,19.430162,cycling,THE INFLUENCE OF EXTRINSIC FACTORS ON KNEE BIOMECHANICS DURING CYCLING_ A SYSTEMATIC REVIEW OF THE LITERATURE - PMC.pdf,1149,compressive forces. The findings of the studies in this systematic review and earlier studies have implications for load,"of the <em>knee</em> joint during cycling <em>and</em> suggest that lower cadences, lower workloads, a higher <em>saddle</em> <em>height</em>"
5,hybrid,6,19.190554,cycling,RossM_TrySportsReferenceGuide.pdf,1689,"Saddle height affects hip, ankle and knee movements during cycling. 25 - 4-5% change in saddle height results in a 25% c","<em>Saddle</em> <em>height</em> affects <em>hip</em>, ankle <em>and</em> <em>knee</em> movements during cycling. 25 - 4-5% change in <em>saddle</em> <em>height</em>"
5,hybrid,7,19.037638,cycling,THE INFLUENCE OF EXTRINSIC FACTORS ON KNEE BIOMECHANICS DURING CYCLING_ A SYSTEMATIC REVIEW OF THE LITERATURE - PMC.pdf,1133,"| Bini et al., 2013 | 9 | 21 male cyclists No injury Competitive 287 yrs | Kinematics: knee flexion Kinetics (2D): Patel",backward <em>saddle</em> positions (self-selected <em>to</em> simulate time trial or hill climbing).
5,hybrid,8,18.91104,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,961,"Note: When full text was unavailable. Abbreviations: PFC, patellofemoral compressive; ROM, range of motion; RPE, rate of",sought for bike fitting advice or that the <em>saddle</em> <em>height</em> has limited influence in patellofemoral pressure
5,hybrid,9,18.800232,cycling,846ec41411ce064c25fb6a549c054a7297ec.pdf,1397,"lower saddle height and lower cadences. 30,34,37 However, force effectiveness, a measure of force output in relation to ","lower <em>saddle</em> <em>height</em> <em>and</em> lower cadences. 30,34,37 However, force effectiveness, a measure of force output"
5,hybrid,10,17.809618,running,Sports Injury Prevention _ Running _ Boston Children's Hospital.pdf,2413,"Many running injuries are related to overuse, improper running form, or both. Common injuries include: - stress fracture","Many running <em>injuries</em> are related <em>to</em> <em>overuse</em>, <em>improper</em> running form, or both."
6,knn,1,0.712255,cycling,Median and ulnar nerve injuries in cyclists_ A narrative review - PMC.pdf,1624,"Therefore, two interventions are proposed to support the cycling community. The first is incorporating neural protection",
6,knn,2,0.71121365,cycling,14-Borgers_et_al..pdf,880,We conducted a single centre prospective diagnostic study. Between October 2015 and December 2016 all cyclists visiting ,
6,knn,3,0.7074737,cycling,CyclingInjuriesoftheLowerExtremity.pdf,1727,"Cycling is an increasingly popular recreational and competitive activity, and cycling-related injuries are becoming more",
6,knn,4,0.70646125,cycling,CyclingInjuriesoftheLowerExtremity.pdf,1746,"Cycling injuries may be secondary either to unexpected accidents, resulting in a multitude of trauma scenarios, or to re",
6,knn,5,0.7058333,cycling,Improving cycling safety for children and youth _ Paediatrics & Child Health _ Oxford Academic.pdf,542,"Historically, cycling safety advocates have focused primarily on riders and their responsibilities, with emphasis on wea",
6,knn,6,0.70147014,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,934,Different types of studies have been conducted to assess the possible reasons for pain and injuries due to cycling. For ,
6,knn,7,0.7002167,cycling,Guyon canal syndrome and.pdf,592,"Patients, who definitely relate their clinical manifestations to bicycle rides, mostly do not need any further diagnosti",
6,knn,8,0.6969286,cycling,Sports Injury Prevention _ Cycling _ Boston Children_s Hospital.pdf,787,- Wear the right size helmet and adjust it to sit securely on your head. - The helmet should be tight enough so that whe,
6,knn,9,0.69607556,cycling,14-Borgers_et_al..pdf,878,Competitive cycling is a very demanding sport with cyclists training and racing for multiple hours at high velocity and ,
6,knn,10,0.69592667,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,933,Cycling is an appealing mode of locomotion and the adherence with cycling has increased progressively through the years.,
6,hybrid,1,18.318176,cycling,Sports Injury Prevention _ Cycling _ Boston Children_s Hospital.pdf,785,"- Head injury - Road rash - Collarbone fracture - Knee pain - Lower back pain - Numbness in the hands, elbows, or should",- Head injury - <em>Road</em> <em>rash</em> - Collarbone fracture - Knee pain - Lower back pain - Numbness in the hands
6,hybrid,2,14.839437,swimming,ijspt-10-712.pdf,4647,"This current concept paper has three objectives. First, to familiarize the clinician with the culture and vocabulary of ","<em>First</em>, to familiarize the clinician with the culture <em>and</em> vocabulary of swimming so that communication"
6,hybrid,3,14.016743,cycling,sse_262.pdf,1544,"Along with the burden of multi-day stage races covering hundreds of miles, riders also need to contend with unrelenting ","During the <em>first</em> stage of 2024 Tour de France, the heat index reached 40C (104F)."
6,hybrid,4,13.732024,swimming,10.1177_1941738110377611.pdf,5485,"The term swimmer's shoulder was first coined in 1978, 16 and it was used to describe anterior shoulder pain during and a","The term swimmer's shoulder was <em>first</em> coined in 1978, 16 <em>and</em> it was used to <em>describe</em> anterior shoulder"
6,hybrid,5,12.755278,cycling,Median and ulnar nerve injuries in cyclists_ A narrative review - PMC.pdf,1613,"Two cohort studies evaluated M&amp;UN symptoms in cyclists . The first studied 25 riders, randomly selected out of 1800 ","The <em>first</em> studied 25 riders, randomly selected out of 1800 who participated in <em>a</em> 600-mile <em>cycling</em> event"
6,hybrid,6,12.3387375,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3209,"There is still some controversy regarding the treatment and rehabilitation protocols for hamstring injuries in athletes,",There is still some controversy regarding the treatment <em>and</em> rehabilitation protocols <em>for</em> hamstring injuries
6,hybrid,7,12.281346,cycling,Guyon canal syndrome and.pdf,593,"In 2011, Slane etal. conducted a study to evaluate the influence of padded cycling gloves on the reduction of handlebar ","In 2011, Slane etal. conducted <em>a</em> study to evaluate the influence of padded <em>cycling</em> gloves on the reduction"
