request_id,mode,rank,score,hit_category,hit_source,hit_id,snippet,highlight
2,knn,9,0.86780274,badminton,InjuryBadmintonPhomsouphaLaffaye2020 (2).pdf,512,- Studies that have reported on eye injuries have determined 460 - the nature of these injuries and the way they occur. ,
2,knn,10,0.8660389,badminton,#1 Injury Prevention Tips for Badminton.pdf,348,"Badminton injuries can be prevalent, but they are preventable. Whether you're starting out with a racket or preparing to",
2,hybrid,1,35.718956,badminton,badminton-related-musculoskeletal-injuries-in-senior-players-epidemiology-and-preventive-strategies-15917.pdf,43,"Badminton is a sport that can cause injuries, although most are not caused by body-to-body contact [6, 21]. This may res","<em>Badminton</em> is a sport that <em>can</em> cause <em>injuries</em>, although <em>most</em> <em>are</em> not caused by body-<em>to</em>-body contact [6"
2,hybrid,2,35.531322,badminton,#1 Injury Prevention Tips for Badminton.pdf,329,- Most Common Badminton Injuries - Tips for badminton injury - Tips to Avoid Strain - Importance of Rest and Stretching ,- <em>Most</em> <em>Common</em> <em>Badminton</em> <em>Injuries</em> - Tips for <em>badminton</em> injury - Tips <em>to</em> Avoid Strain - Importance <em>of</em> Rest
2,hybrid,3,31.116707,badminton,#1 Injury Prevention Tips for Badminton.pdf,328,"Blog April 25, 2025 Tap For Tech Team <!-- image --> Badminton is a thrilling sport that demands speed, agility, and qui","Whether an elite or a weekend <em>player</em>, <em>the</em> thrill <em>of</em> <em>the</em> game is unparalleled."
2,hybrid,4,29.319761,badminton,badminton-related-musculoskeletal-injuries-in-senior-players-epidemiology-and-preventive-strategies-15917.pdf,53,"The strength of this study lies in its large sample size, which includes senior badminton players. However, this study h","<em>The</em> strength <em>of</em> this study lies <em>in</em> its large sample size, which includes senior <em>badminton</em> <em>players</em>."
2,hybrid,5,28.294819,badminton,How Physiotherapy Helps With Badminton Injuries.pdf,169,"Ankle sprains are the most common injuries among badminton players, occurring when the ligaments in the ankle are overst","Ankle sprains <em>are</em> <em>the</em> <em>most</em> <em>common</em> <em>injuries</em> <em>among</em> <em>badminton</em> <em>players</em>, occurring when <em>the</em> ligaments <em>in</em> <em>the</em>"
2,hybrid,6,27.686195,badminton,badminton-related-musculoskeletal-injuries-in-senior-players-epidemiology-and-preventive-strategies-15917.pdf,44,"The epidemiology of badminton injuries is not well documented and there is a lack of data in Thailand, particularly amon",<em>The</em> epidemiology <em>of</em> <em>badminton</em> <em>injuries</em> is not well documented <em>and</em> there is a lack <em>of</em> data <em>in</em> Thailand
2,hybrid,7,27.353704,badminton,5673-17122-1-PB.pdf,358,"Badminton, recognized as one of the most popular sports in the world, demands extreme speed, accuracy, and endurance fro","<em>Badminton</em>, recognized as one <em>of</em> <em>the</em> <em>most</em> popular sports <em>in</em> <em>the</em> world, demands extreme speed, accuracy"
2,hybrid,8,27.20265,badminton,5673-17122-1-PB.pdf,380,The findings of this systematic review highlight the importance of evidence-based rehabilitation approaches in managing ,<em>in</em> managing <em>badminton</em> <em>injuries</em>.
2,hybrid,9,26.837683,badminton,5673-17122-1-PB.pdf,361,"The importance of understanding and preventing injuries in badminton must be considered, given their impact on player he","<em>The</em> importance <em>of</em> understanding <em>and</em> preventing <em>injuries</em> <em>in</em> <em>badminton</em> must <em>be</em> considered, given their"
2,hybrid,10,26.685759,badminton,5673-17122-1-PB.pdf,360,Types of Injuries: Injuries in badminton are common due to the high intensity and repetitive movements demanded by the s,Types <em>of</em> <em>Injuries</em>: <em>Injuries</em> <em>in</em> <em>badminton</em> <em>are</em> <em>common</em> due <em>to</em> <em>the</em> high intensity <em>and</em> repetitive movements
3,knn,1,0.8692587,badminton,5673-17122-1-PB.pdf,377,"1. Physical Therapy: Physical therapy, including specialised exercises to improve strength, flexibility, and balance, sh",
3,knn,2,0.86403936,badminton,5673-17122-1-PB.pdf,385,"From this systematic review, it was found that evidence-based approaches in badminton injury rehabilitation play a cruci",
3,knn,3,0.8639386,badminton,5673-17122-1-PB.pdf,380,The findings of this systematic review highlight the importance of evidence-based rehabilitation approaches in managing ,
3,knn,4,0.8635422,badminton,5673-17122-1-PB.pdf,356,"Badminton, as a sport that demands speed, accuracy, and agility, often causes injuries to players. These injuries can re",
3,knn,5,0.8570129,badminton,5673-17122-1-PB.pdf,371,"In this systematic review process, we identified 150 potential studies through electronic database searches and manual r",
3,knn,6,0.85695565,badminton,5673-17122-1-PB.pdf,358,"Badminton, recognized as one of the most popular sports in the world, demands extreme speed, accuracy, and endurance fro",
3,knn,7,0.85531473,badminton,applsci-14-05194.pdf,208,These injuries not only diminish the performance of elite athletes but also adversely affect the sustained engagement of,
3,knn,8,0.8543288,badminton,applsci-14-05194.pdf,223,"The most frequently injured body tissues during both competition and training are muscles, ligaments, and tendons. Hy et",
3,knn,9,0.8509005,badminton,5673-17122-1-PB.pdf,360,Types of Injuries: Injuries in badminton are common due to the high intensity and repetitive movements demanded by the s,
3,knn,10,0.84921926,badminton,#1 Injury Prevention Tips for Badminton.pdf,331,"1. Ankle Sprains : One of the most prevalent badminton injuries, ankle sprains are caused by sudden direction changes or",
3,hybrid,1,23.435913,badminton,#1 Injury Prevention Tips for Badminton.pdf,331,"1. Ankle Sprains : One of the most prevalent badminton injuries, ankle sprains are caused by sudden direction changes or","Ankle Sprains : One <em>of</em> <em>the</em> most prevalent <em>badminton</em> <em>injuries</em>, ankle sprains <em>are</em> caused by sudden direction"
3,hybrid,2,23.160507,badminton,5673-17122-1-PB.pdf,371,"In this systematic review process, we identified 150 potential studies through electronic database searches and manual r","<em>After</em> applying strict inclusion <em>and</em> exclusion criteria, including relevance to <em>the</em> topic <em>of</em> injury rehabilitation"
3,hybrid,3,22.931013,badminton,5673-17122-1-PB.pdf,375,"In conclusion, the researcher's findings suggest that there is no single, one-size-fits-all approach to badminton injury","In conclusion, <em>the</em> researcher's findings suggest <em>that</em> there is no single, one-size-fits-all approach"
3,hybrid,4,22.364573,badminton,#1 Injury Prevention Tips for Badminton.pdf,329,- Most Common Badminton Injuries - Tips for badminton injury - Tips to Avoid Strain - Importance of Rest and Stretching ,- Most <em>Common</em> <em>Badminton</em> <em>Injuries</em> - Tips for <em>badminton</em> injury - Tips to Avoid Strain - Importance <em>of</em> Rest
3,hybrid,5,21.700237,badminton,KNEE_JOINT_REHABILITATION_IN_BADMINTON_ATHLETES.pdf,444,"In the development of modern sports, the competitiveness of sports becomes stronger and the competition becomes more fie","<em>And</em> among <em>the</em> types <em>of</em> <em>injuries</em> <em>of</em> <em>badminton</em> <em>players</em>, knee joint sports <em>injuries</em> <em>are</em> also more <em>common</em>"
3,hybrid,6,20.844393,badminton,badminton-related-musculoskeletal-injuries-in-senior-players-epidemiology-and-preventive-strategies-15917.pdf,40,"In participants who experienced badminton-related injuries in the past year, the majority of injuries were nontraumatic ","In participants who experienced <em>badminton</em>-related <em>injuries</em> in <em>the</em> past year, <em>the</em> majority <em>of</em> <em>injuries</em>"
3,hybrid,7,20.181221,badminton,5673-17122-1-PB.pdf,356,"Badminton, as a sport that demands speed, accuracy, and agility, often causes injuries to players. These injuries can re","<em>Badminton</em>, as a sport <em>that</em> demands speed, accuracy, <em>and</em> agility, often causes <em>injuries</em> to <em>players</em>."
3,hybrid,8,20.080296,badminton,applsci-14-05194.pdf,223,"The most frequently injured body tissues during both competition and training are muscles, ligaments, and tendons. Hy et",Hy et al. examined 2620 <em>badminton</em> <em>players</em> with an average age <em>of</em> 31 years <em>and</em> reported <em>that</em> <em>the</em> most
3,hybrid,9,19.944199,badminton,5673-17122-1-PB.pdf,384,The findings of this systematic review pave the way for various future research directions that are important to develop,<em>The</em> findings <em>of</em> this systematic review pave <em>the</em> way for various future research directions <em>that</em> <em>are</em> important
3,hybrid,10,19.705807,badminton,IJHSR08.pdf,17,The purpose of the study was to find the effectiveness of ankle rehabilitation programme on balance and functional abili,<em>The</em> purpose <em>of</em> <em>the</em> study was to find <em>the</em> effectiveness <em>of</em> ankle rehabilitation programme on balance <em>and</em>
4,knn,1,0.8033123,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,934,Different types of studies have been conducted to assess the possible reasons for pain and injuries due to cycling. For ,
4,knn,2,0.80128914,swimming,Swimming Overuse Injuries - Physiopedia.pdf,5060,"- Correction of muscle imbalances (such as tight hip flexors, weak glutes and core) - optimization of pelvic and joint m",
4,knn,3,0.8011609,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,932,"Correspondence: Rodrigo Rico Bini La Trobe Rural Health School, La Trobe University, Flora Hill Campus, Bendigo, VIC 355",
4,knn,4,0.79336584,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,935,Our study aimed to assess the potential factors associated with overuse knee-related pain and/or injuries in cyclists us,
4,knn,5,0.7917306,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,962,"Expanding the horizon of overuse (non-traumatic) injuries in cycling, Dettori and Norvel 11 indicated that only a few of",
4,knn,6,0.79107887,cycling,14-Borgers_et_al..pdf,878,Competitive cycling is a very demanding sport with cyclists training and racing for multiple hours at high velocity and ,
4,knn,7,0.7904639,cycling,Potential_factors_associated_with_knee_pain_in_cyc.pdf,1313,"Expanding the horizon of overuse (non-traumatic) injuries in cycling, Dettori and Norvel 11 indicated that only a few of",
4,knn,8,0.788831,cycling,846ec41411ce064c25fb6a549c054a7297ec.pdf,1384,Background: The knee is susceptible to injury during cycling due to the repetitive nature of the activity while generati,
4,knn,9,0.78795016,cycling,846ec41411ce064c25fb6a549c054a7297ec.pdf,1402,"In the articles in this systemic review, no issues specific to the posterior knee were discussed. Elmer et al. 26 report",
4,knn,10,0.7879245,cycling,14-Borgers_et_al..pdf,879,"2 Department of Orthopedic Surgery, University Hospitals Leuven, Leuven, Belgium. Correspondence : Anton Borgers, Univer",
4,hybrid,1,20.818888,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,934,Different types of studies have been conducted to assess the possible reasons for pain and injuries due to cycling. For ,Different types of studies have been conducted to assess <em>the</em> possible reasons <em>for</em> <em>pain</em> <em>and</em> injuries due
4,hybrid,2,20.64102,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,932,"Correspondence: Rodrigo Rico Bini La Trobe Rural Health School, La Trobe University, Flora Hill Campus, Bendigo, VIC 355",-- image --> Abstract: <em>The</em> potential <em>factors</em> associated with overuse injuries <em>and</em> <em>pain</em> <em>in</em> <em>cyclists</em> that
4,hybrid,3,20.530876,cycling,14-Borgers_et_al..pdf,878,Competitive cycling is a very demanding sport with cyclists training and racing for multiple hours at high velocity and ,Competitive cycling is a very demanding sport with <em>cyclists</em> training <em>and</em> racing <em>for</em> multiple hours at
4,hybrid,4,18.642254,cycling,THE INFLUENCE OF EXTRINSIC FACTORS ON KNEE BIOMECHANICS DURING CYCLING_ A SYSTEMATIC REVIEW OF THE LITERATURE - PMC.pdf,1126,"With the increase in recreational and competitive cycling, cyclists are experiencing more overuse injuries related to re","With <em>the</em> increase <em>in</em> recreational <em>and</em> competitive cycling, <em>cyclists</em> are experiencing more overuse injuries"
4,hybrid,5,18.642254,cycling,846ec41411ce064c25fb6a549c054a7297ec.pdf,1386,"With the increase in recreational and competitive cycling, cyclists are experiencing more overuse injuries related to re","With <em>the</em> increase <em>in</em> recreational <em>and</em> competitive cycling, <em>cyclists</em> are experiencing more overuse injuries"
4,hybrid,6,18.372545,cycling,846ec41411ce064c25fb6a549c054a7297ec.pdf,1384,Background: The knee is susceptible to injury during cycling due to the repetitive nature of the activity while generati,"Knee <em>pain</em> is <em>the</em> most common overuse related injury reported <em>by</em> <em>cyclists</em>, <em>and</em> intrinsic <em>and</em> extrinsic"
4,hybrid,7,17.847094,cycling,14-Borgers_et_al..pdf,879,"2 Department of Orthopedic Surgery, University Hospitals Leuven, Leuven, Belgium. Correspondence : Anton Borgers, Univer",knee injuries were <em>the</em> second most common injury (18%) <em>and</em> <em>the</em> main cause of total days lost <em>for</em> training
4,hybrid,8,16.303806,cycling,846ec41411ce064c25fb6a549c054a7297ec.pdf,1387,Several knee structures are potentially at risk for overuse injury with cycling due to intrinsic and extrinsic factors. ,Several knee structures are potentially at <em>risk</em> <em>for</em> overuse injury with cycling due to intrinsic <em>and</em>
4,hybrid,9,15.708759,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,935,Our study aimed to assess the potential factors associated with overuse knee-related pain and/or injuries in cyclists us,Our study aimed to assess <em>the</em> potential <em>factors</em> associated with overuse knee-related <em>pain</em> <em>and</em>/or injuries
4,hybrid,10,15.460905,cycling,14-Borgers_et_al..pdf,895,Table II. - Overview of studies reporting overuse injuries of the knee in cyclists. clinical presentation and history th,. - Overview of studies reporting overuse injuries of <em>the</em> knee <em>in</em> <em>cyclists</em>. clinical presentation <em>and</em>
5,knn,1,0.82448685,cycling,RossM_TrySportsReferenceGuide.pdf,1689,"Saddle height affects hip, ankle and knee movements during cycling. 25 - 4-5% change in saddle height results in a 25% c",
5,knn,2,0.8179153,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,947,"An alternative scenario would involve a differential activation of hip adductor (e.g., adductor magnus) and hip external",
5,knn,3,0.8169572,cycling,Potential_factors_associated_with_knee_pain_in_cyc.pdf,1298,"An alternative scenario would involve a differential activation of hip adductor (e.g., adductor magnus) and hip external",
5,knn,4,0.8155245,cycling,Potential_factors_associated_with_knee_pain_in_cyc.pdf,1313,"Expanding the horizon of overuse (non-traumatic) injuries in cycling, Dettori and Norvel 11 indicated that only a few of",
5,knn,5,0.8152929,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,962,"Expanding the horizon of overuse (non-traumatic) injuries in cycling, Dettori and Norvel 11 indicated that only a few of",
5,knn,6,0.79987353,cycling,846ec41411ce064c25fb6a549c054a7297ec.pdf,1386,"With the increase in recreational and competitive cycling, cyclists are experiencing more overuse injuries related to re",
5,knn,7,0.79958427,cycling,THE INFLUENCE OF EXTRINSIC FACTORS ON KNEE BIOMECHANICS DURING CYCLING_ A SYSTEMATIC REVIEW OF THE LITERATURE - PMC.pdf,1126,"With the increase in recreational and competitive cycling, cyclists are experiencing more overuse injuries related to re",
5,knn,8,0.79770815,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,961,"Note: When full text was unavailable. Abbreviations: PFC, patellofemoral compressive; ROM, range of motion; RPE, rate of",
5,knn,9,0.7955166,cycling,(PDF) Cycling Injuries of the Lower Extremity.pdf,1262,"The knee is the most common site of overuse injury in the cyclist, with an estimated 40% to 60% of riders experiencing k",
5,knn,10,0.7932341,cycling,bike-set-up-biomechanics-and-knee-pain.pdf,874,"Ok so now you have your bike set up just right, so problems solved? Not quite, the correct loading and tracking of the k",
5,hybrid,1,23.26906,cycling,Potential_factors_associated_with_knee_pain_in_cyc.pdf,1313,"Expanding the horizon of overuse (non-traumatic) injuries in cycling, Dettori and Norvel 11 indicated that only a few of","Expanding the horizon of <em>overuse</em> (non-traumatic) <em>injuries</em> in cycling, Dettori <em>and</em> Norvel 11 indicated"
5,hybrid,2,22.817812,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,962,"Expanding the horizon of overuse (non-traumatic) injuries in cycling, Dettori and Norvel 11 indicated that only a few of","Expanding the horizon of <em>overuse</em> (non-traumatic) <em>injuries</em> in cycling, Dettori <em>and</em> Norvel 11 indicated"
5,hybrid,3,20.682522,cycling,Potential_factors_associated_with_knee_pain_in_cyc.pdf,1298,"An alternative scenario would involve a differential activation of hip adductor (e.g., adductor magnus) and hip external",) leads <em>to</em> an increased activation of <em>hip</em> adductors <em>and</em> larger forces applied <em>to</em> the pedals. 30 Interestingly
5,hybrid,4,20.209478,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,947,"An alternative scenario would involve a differential activation of hip adductor (e.g., adductor magnus) and hip external",) leads <em>to</em> an increased activation of <em>hip</em> adductors <em>and</em> larger forces applied <em>to</em> the pedals. 30 Interestingly
5,hybrid,5,19.430162,cycling,THE INFLUENCE OF EXTRINSIC FACTORS ON KNEE BIOMECHANICS DURING CYCLING_ A SYSTEMATIC REVIEW OF THE LITERATURE - PMC.pdf,1149,compressive forces. The findings of the studies in this systematic review and earlier studies have implications for load,"of the <em>knee</em> joint during cycling <em>and</em> suggest that lower cadences, lower workloads, a higher <em>saddle</em> <em>height</em>"
5,hybrid,6,19.190554,cycling,RossM_TrySportsReferenceGuide.pdf,1689,"Saddle height affects hip, ankle and knee movements during cycling. 25 - 4-5% change in saddle height results in a 25% c","<em>Saddle</em> <em>height</em> affects <em>hip</em>, ankle <em>and</em> <em>knee</em> movements during cycling. 25 - 4-5% change in <em>saddle</em> <em>height</em>"
5,hybrid,7,19.037638,cycling,THE INFLUENCE OF EXTRINSIC FACTORS ON KNEE BIOMECHANICS DURING CYCLING_ A SYSTEMATIC REVIEW OF THE LITERATURE - PMC.pdf,1133,"| Bini et al., 2013 | 9 | 21 male cyclists No injury Competitive 287 yrs | Kinematics: knee flexion Kinetics (2D): Patel",backward <em>saddle</em> positions (self-selected <em>to</em> simulate time trial or hill climbing).
5,hybrid,8,18.91104,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,961,"Note: When full text was unavailable. Abbreviations: PFC, patellofemoral compressive; ROM, range of motion; RPE, rate of",sought for bike fitting advice or that the <em>saddle</em> <em>height</em> has limited influence in patellofemoral pressure
5,hybrid,9,18.800232,cycling,846ec41411ce064c25fb6a549c054a7297ec.pdf,1397,"lower saddle height and lower cadences. 30,34,37 However, force effectiveness, a measure of force output in relation to ","lower <em>saddle</em> <em>height</em> <em>and</em> lower cadences. 30,34,37 However, force effectiveness, a measure of force output"
5,hybrid,10,17.241573,cycling,BasicPedalingBase-1.pdf,1240,Congruency and stability of the knee are contingent on the relative function and orientation of adjacent joints. In othe,Congruency <em>and</em> stability of the <em>knee</em> are contingent on the relative function <em>and</em> orientation of adjacent
6,knn,1,0.74661136,badminton,"Badminton Injuries - Symptoms, Causes, Treatment & Rehabilitation.pdf",521,"In the case of minor injuries, it isrecommended to follow the PRICE therapyprinciple. This care method can be applied at",
6,knn,2,0.712255,cycling,Median and ulnar nerve injuries in cyclists_ A narrative review - PMC.pdf,1624,"Therefore, two interventions are proposed to support the cycling community. The first is incorporating neural protection",
6,knn,3,0.71121365,cycling,14-Borgers_et_al..pdf,880,We conducted a single centre prospective diagnostic study. Between October 2015 and December 2016 all cyclists visiting ,
6,knn,4,0.7074737,cycling,CyclingInjuriesoftheLowerExtremity.pdf,1727,"Cycling is an increasingly popular recreational and competitive activity, and cycling-related injuries are becoming more",
6,knn,5,0.70646125,cycling,CyclingInjuriesoftheLowerExtremity.pdf,1746,"Cycling injuries may be secondary either to unexpected accidents, resulting in a multitude of trauma scenarios, or to re",
6,knn,6,0.7058333,cycling,Improving cycling safety for children and youth _ Paediatrics & Child Health _ Oxford Academic.pdf,542,"Historically, cycling safety advocates have focused primarily on riders and their responsibilities, with emphasis on wea",
6,knn,7,0.7018584,badminton,5673-17122-1-PB.pdf,362,Common Approaches in Rehabilitation: A Review of Principles Injury rehabilitation is a crucial aspect of an athlete's re,
6,knn,8,0.70147014,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,934,Different types of studies have been conducted to assess the possible reasons for pain and injuries due to cycling. For ,
6,knn,9,0.7002167,cycling,Guyon canal syndrome and.pdf,592,"Patients, who definitely relate their clinical manifestations to bicycle rides, mostly do not need any further diagnosti",
6,knn,10,0.70006895,soccer,irjns-v10n0p126-en.pdf,3731,. Another issue that can result in players being not taken out of play when they should is the truth that the medical te,
6,hybrid,1,18.318176,cycling,Sports Injury Prevention _ Cycling _ Boston Children_s Hospital.pdf,785,"- Head injury - Road rash - Collarbone fracture - Knee pain - Lower back pain - Numbness in the hands, elbows, or should",- Head injury - <em>Road</em> <em>rash</em> - Collarbone fracture - Knee pain - Lower back pain - Numbness in the hands
6,hybrid,2,14.016743,cycling,sse_262.pdf,1544,"Along with the burden of multi-day stage races covering hundreds of miles, riders also need to contend with unrelenting ","During the <em>first</em> stage of 2024 Tour de France, the heat index reached 40C (104F)."
6,hybrid,3,12.755278,cycling,Median and ulnar nerve injuries in cyclists_ A narrative review - PMC.pdf,1613,"Two cohort studies evaluated M&amp;UN symptoms in cyclists . The first studied 25 riders, randomly selected out of 1800 ","The <em>first</em> studied 25 riders, randomly selected out of 1800 who participated in <em>a</em> 600-mile <em>cycling</em> event"
6,hybrid,4,12.281346,cycling,Guyon canal syndrome and.pdf,593,"In 2011, Slane etal. conducted a study to evaluate the influence of padded cycling gloves on the reduction of handlebar ","In 2011, Slane etal. conducted <em>a</em> study to evaluate the influence of padded <em>cycling</em> gloves on the reduction"
6,hybrid,5,12.133574,cycling,Elastography of nerves in the wrists of cyclists - PMC.pdf,1822,The study was conducted at a tertiary university hospital in accordance with the 1975 Declaration of Helsinki. The study,"The study <em>protocol</em> (103/2018) was approved by the Local Bioethics Committee, <em>and</em> written informed consent"
6,hybrid,6,12.070443,cycling,Median and ulnar nerve injuries in cyclists_ A narrative review - PMC.pdf,1621,"This review yielded two case studies focusing on the MN , nine case studies/series on the UN , and two cohort studies fo","This review yielded two case studies focusing on the MN , nine case studies/series on the UN , <em>and</em> two"
6,hybrid,7,11.473029,cycling,Median and ulnar nerve injuries in cyclists_ A narrative review - PMC.pdf,1623,phenomenon in mountain bikers and one in a novice cyclist . Two articles also described this injury in semi-professional,phenomenon in mountain bikers <em>and</em> one in <em>a</em> novice cyclist .
6,hybrid,8,11.375329,cycling,14-Borgers_et_al..pdf,883,Prepatellar friction syndrome The prepatellar friction syndrome (PPFS) is an extra-articular cause of anterior knee pain,Focal defects in the intermediate layer or thickening <em>and</em> neovascularity of the prepatellar fascia can
